,cabecera,reg_ayu_numdto,reg_ayu_distrito,reg_ayu_nummpio,reg_ayu_municipio,tiposec,seccion,casilla,tipocasilla,idcasilla,extcont,abreviatura,listanom,hombres,mujeres,pan,pri,prd,pvem,pt,mc,morena,txver,podemos,pc,uc,pes,rsp,fxm,ci1,ci2,cnr,vn,party,votes,Unnamed: 0
257,0,1,01 PANUCO,124,PANUCO,U,2816,CONTIGUA 1,C,1,0,C1,534,244,290,85.83333333333333,8.833333333333334,3.333333333333333,16.833333333333336,9.333333333333334,1,193.83333333333331,4.0,0.0,1.0,4.0,2.0,3.0,2.0,,,0,7,uc,1.0,4.0
258,0,1,01 PANUCO,124,PANUCO,U,2816,CONTIGUA 1,C,1,0,C1,534,244,290,85.83333333333333,8.833333333333334,3.333333333333333,16.833333333333336,9.333333333333334,1,193.83333333333331,4.0,0.0,1.0,4.0,2.0,3.0,2.0,,,0,7,rsp,2.0,4.0
259,0,1,01 PANUCO,124,PANUCO,U,2816,CONTIGUA 1,C,1,0,C1,534,244,290,85.83333333333333,8.833333333333334,3.333333333333333,16.833333333333336,9.333333333333334,1,193.83333333333331,4.0,0.0,1.0,4.0,2.0,3.0,2.0,,,0,7,fxm,3.0,4.0
260,0,1,01 PANUCO,124,PANUCO,U,2814,BÃSICA,B,1,0,B1,711,337,374,196.33333333333331,24.83333333333333,5.833333333333333,20.5,5.0,6,219.5,2.0,1.0,0.0,0.0,2.0,10.0,1.0,,,1,10,pan,374.0,0.0
261,0,1,01 PANUCO,124,PANUCO,U,2814,BÃSICA,B,1,0,B1,711,337,374,196.33333333333331,24.83333333333333,5.833333333333333,20.5,5.0,6,219.5,2.0,1.0,0.0,0.0,2.0,10.0,1.0,,,1,10,pri,196.33333333333331,0.0
262,0,1,01 PANUCO,124,PANUCO,U,2814,BÃSICA,B,1,0,B1,711,337,374,196.33333333333331,24.83333333333333,5.833333333333333,20.5,5.0,6,219.5,2.0,1.0,0.0,0.0,2.0,10.0,1.0,,,1,10,prd,24.83333333333333,0.0
263,0,1,01 PANUCO,124,PANUCO,U,2814,BÃSICA,B,1,0,B1,711,337,374,196.33333333333331,24.83333333333333,5.833333333333333,20.5,5.0,6,219.5,2.0,1.0,0.0,0.0,2.0,10.0,1.0,,,1,10,pvem,5.833333333333333,0.0
264,0,1,01 PANUCO,124,PANUCO,U,2814,BÃSICA,B,1,0,B1,711,337,374,196.33333333333331,24.83333333333333,5.833333333333333,20.5,5.0,6,219.5,2.0,1.0,0.0,0.0,2.0,10.0,1.0,,,1,10,pt,20.5,0.0
265,0,1,01 PANUCO,124,PANUCO,U,2814,BÃSICA,B,1,0,B1,711,337,374,196.33333333333331,24.83333333333333,5.833333333333333,20.5,5.0,6,219.5,2.0,1.0,0.0,0.0,2.0,10.0,1.0,,,1,10,mc,5.0,0.0
266,0,1,01 PANUCO,124,PANUCO,U,2814,BÃSICA,B,1,0,B1,711,337,374,196.33333333333331,24.83333333333333,5.833333333333333,20.5,5.0,6,219.5,2.0,1.0,0.0,0.0,2.0,10.0,1.0,,,1,10,morena,6.0,0.0
267,0,1,01 PANUCO,124,PANUCO,U,2814,BÃSICA,B,1,0,B1,711,337,374,196.33333333333331,24.83333333333333,5.833333333333333,20.5,5.0,6,219.5,2.0,1.0,0.0,0.0,2.0,10.0,1.0,,,1,10,txver,219.5,0.0
268,0,1,01 PANUCO,124,PANUCO,U,2814,BÃSICA,B,1,0,B1,711,337,374,196.33333333333331,24.83333333333333,5.833333333333333,20.5,5.0,6,219.5,2.0,1.0,0.0,0.0,2.0,10.0,1.0,,,1,10,podemos,2.0,0.0
269,0,1,01 PANUCO,124,PANUCO,U,2814,BÃSICA,B,1,0,B1,711,337,374,196.33333333333331,24.83333333333333,5.833333333333333,20.5,5.0,6,219.5,2.0,1.0,0.0,0.0,2.0,10.0,1.0,,,1,10,pc,1.0,0.0
270,0,1,01 PANUCO,124,PANUCO,U,2814,BÃSICA,B,1,0,B1,711,337,374,196.33333333333331,24.83333333333333,5.833333333333333,20.5,5.0,6,219.5,2.0,1.0,0.0,0.0,2.0,10.0,1.0,,,1,10,uc,0.0,0.0
271,0,1,01 PANUCO,124,PANUCO,U,2814,BÃSICA,B,1,0,B1,711,337,374,196.33333333333331,24.83333333333333,5.833333333333333,20.5,5.0,6,219.5,2.0,1.0,0.0,0.0,2.0,10.0,1.0,,,1,10,rsp,2.0,0.0
272,0,1,01 PANUCO,124,PANUCO,U,2814,BÃSICA,B,1,0,B1,711,337,374,196.33333333333331,24.83333333333333,5.833333333333333,20.5,5.0,6,219.5,2.0,1.0,0.0,0.0,2.0,10.0,1.0,,,1,10,fxm,10.0,0.0
273,0,1,01 PANUCO,124,PANUCO,U,2815,BÃSICA,B,1,0,B1,443,205,238,71.66666666666667,14.666666666666666,1.6666666666666663,15.833333333333334,5.333333333333333,2,160.83333333333334,2.0,0.0,0.0,1.0,2.0,2.0,0.0,,,0,3,pan,238.0,1.0
274,0,1,01 PANUCO,124,PANUCO,U,2815,BÃSICA,B,1,0,B1,443,205,238,71.66666666666667,14.666666666666666,1.6666666666666663,15.833333333333334,5.333333333333333,2,160.83333333333334,2.0,0.0,0.0,1.0,2.0,2.0,0.0,,,0,3,pri,71.66666666666667,1.0
275,0,1,01 PANUCO,124,PANUCO,U,2815,BÃSICA,B,1,0,B1,443,205,238,71.66666666666667,14.666666666666666,1.6666666666666663,15.833333333333334,5.333333333333333,2,160.83333333333334,2.0,0.0,0.0,1.0,2.0,2.0,0.0,,,0,3,prd,14.666666666666666,1.0
276,0,1,01 PANUCO,124,PANUCO,U,2815,BÃSICA,B,1,0,B1,443,205,238,71.66666666666667,14.666666666666666,1.6666666666666663,15.833333333333334,5.333333333333333,2,160.83333333333334,2.0,0.0,0.0,1.0,2.0,2.0,0.0,,,0,3,pvem,1.6666666666666663,1.0
277,0,1,01 PANUCO,124,PANUCO,U,2815,BÃSICA,B,1,0,B1,443,205,238,71.66666666666667,14.666666666666666,1.6666666666666663,15.833333333333334,5.333333333333333,2,160.83333333333334,2.0,0.0,0.0,1.0,2.0,2.0,0.0,,,0,3,pt,15.833333333333334,1.0
278,0,1,01 PANUCO,124,PANUCO,U,2815,BÃSICA,B,1,0,B1,443,205,238,71.66666666666667,14.666666666666666,1.6666666666666663,15.833333333333334,5.333333333333333,2,160.83333333333334,2.0,0.0,0.0,1.0,2.0,2.0,0.0,,,0,3,mc,5.333333333333333,1.0
279,0,1,01 PANUCO,124,PANUCO,U,2815,BÃSICA,B,1,0,B1,443,205,238,71.66666666666667,14.666666666666666,1.6666666666666663,15.833333333333334,5.333333333333333,2,160.83333333333334,2.0,0.0,0.0,1.0,2.0,2.0,0.0,,,0,3,morena,2.0,1.0
280,0,1,01 PANUCO,124,PANUCO,U,2815,BÃSICA,B,1,0,B1,443,205,238,71.66666666666667,14.666666666666666,1.6666666666666663,15.833333333333334,5.333333333333333,2,160.83333333333334,2.0,0.0,0.0,1.0,2.0,2.0,0.0,,,0,3,txver,160.83333333333334,1.0
281,0,1,01 PANUCO,124,PANUCO,U,2815,BÃSICA,B,1,0,B1,443,205,238,71.66666666666667,14.666666666666666,1.6666666666666663,15.833333333333334,5.333333333333333,2,160.83333333333334,2.0,0.0,0.0,1.0,2.0,2.0,0.0,,,0,3,podemos,2.0,1.0
282,0,1,01 PANUCO,124,PANUCO,U,2815,BÃSICA,B,1,0,B1,443,205,238,71.66666666666667,14.666666666666666,1.6666666666666663,15.833333333333334,5.333333333333333,2,160.83333333333334,2.0,0.0,0.0,1.0,2.0,2.0,0.0,,,0,3,pc,0.0,1.0
283,0,1,01 PANUCO,124,PANUCO,U,2815,BÃSICA,B,1,0,B1,443,205,238,71.66666666666667,14.666666666666666,1.6666666666666663,15.833333333333334,5.333333333333333,2,160.83333333333334,2.0,0.0,0.0,1.0,2.0,2.0,0.0,,,0,3,uc,0.0,1.0
